,Store,Date,Dept,Weekly_Sales,Fuel_Price,IsHoliday,CPI,Unemployment,month-year
93644,11,2010-02-12,56.0,2025.73,2.548,1,214.5747916,7.368,2010-02-01
93645,11,2010-02-12,37.0,4629.5,2.548,1,214.5747916,7.368,2010-02-01
93637,11,2010-02-12,10.0,25714.71,2.548,1,214.5747916,7.368,2010-02-01
93646,11,2010-02-12,98.0,16016.64,2.548,1,214.5747916,7.368,2010-02-01
93648,11,2010-02-12,31.0,3520.5,2.548,1,214.5747916,7.368,2010-02-01
93649,11,2010-02-12,79.0,36380.39,2.548,1,214.5747916,7.368,2010-02-01
93650,11,2010-02-12,46.0,28246.4,2.548,1,214.5747916,7.368,2010-02-01
93651,11,2010-02-12,49.0,11021.4,2.548,1,214.5747916,7.368,2010-02-01
93652,11,2010-02-12,9.0,19958.9,2.548,1,214.5747916,7.368,2010-02-01
93653,11,2010-02-12,14.0,31009.98,2.548,1,214.5747916,7.368,2010-02-01
93654,11,2010-02-12,47.0,74.0,2.548,1,214.5747916,7.368,2010-02-01
93647,11,2010-02-12,22.0,21909.1,2.548,1,214.5747916,7.368,2010-02-01
20571,3,2010-02-12,23.0,8957.69,2.548,1,214.5747916,7.368,2010-02-01
93598,11,2010-02-05,6.0,7220.76,2.572,0,214.4248812,7.368,2010-02-01
93596,11,2010-02-05,59.0,1093.3,2.572,0,214.4248812,7.368,2010-02-01
93542,11,2010-02-05,7.0,27062.95,2.572,0,214.4248812,7.368,2010-02-01
93543,11,2010-02-05,95.0,79557.01,2.572,0,214.4248812,7.368,2010-02-01
93544,11,2010-02-05,23.0,39186.02,2.572,0,214.4248812,7.368,2010-02-01
93545,11,2010-02-05,52.0,2416.52,2.572,0,214.4248812,7.368,2010-02-01
93546,11,2010-02-05,41.0,1261.02,2.572,0,214.4248812,7.368,2010-02-01
93547,11,2010-02-05,78.0,24.0,2.572,0,214.4248812,7.368,2010-02-01
93548,11,2010-02-05,44.0,5421.98,2.572,0,214.4248812,7.368,2010-02-01
93549,11,2010-02-05,27.0,3481.0,2.572,0,214.4248812,7.368,2010-02-01
93550,11,2010-02-05,82.0,21591.54,2.572,0,214.4248812,7.368,2010-02-01
93551,11,2010-02-05,8.0,39125.8,2.572,0,214.4248812,7.368,2010-02-01
93552,11,2010-02-05,40.0,58839.57,2.572,0,214.4248812,7.368,2010-02-01
93553,11,2010-02-05,72.0,114462.11,2.572,0,214.4248812,7.368,2010-02-01
93554,11,2010-02-05,54.0,1030.0,2.572,0,214.4248812,7.368,2010-02-01
93555,11,2010-02-05,2.0,60722.98,2.572,0,214.4248812,7.368,2010-02-01
93556,11,2010-02-05,51.0,5.8,2.572,0,214.4248812,7.368,2010-02-01
93541,11,2010-02-05,31.0,4408.38,2.572,0,214.4248812,7.368,2010-02-01
93540,11,2010-02-05,36.0,1586.0,2.572,0,214.4248812,7.368,2010-02-01
93539,11,2010-02-05,93.0,31781.73,2.572,0,214.4248812,7.368,2010-02-01
93538,11,2010-02-05,29.0,13470.53,2.572,0,214.4248812,7.368,2010-02-01
400638,44,2010-02-26,52.0,50.18,2.667,0,126.5522857,8.119,2010-02-01
400639,44,2010-02-26,46.0,6060.16,2.667,0,126.5522857,8.119,2010-02-01
400640,44,2010-02-26,81.0,6805.66,2.667,0,126.5522857,8.119,2010-02-01
400641,44,2010-02-26,14.0,481.7,2.667,0,126.5522857,8.119,2010-02-01
400642,44,2010-02-26,67.0,642.87,2.667,0,126.5522857,8.119,2010-02-01
400643,44,2010-02-26,38.0,46239.09,2.667,0,126.5522857,8.119,2010-02-01
400644,44,2010-02-26,21.0,821.03,2.667,0,126.5522857,8.119,2010-02-01
93557,11,2010-02-05,90.0,52189.57,2.572,0,214.4248812,7.368,2010-02-01
400645,44,2010-02-26,93.0,8850.83,2.667,0,126.5522857,8.119,2010-02-01
400647,44,2010-02-26,95.0,27118.85,2.667,0,126.5522857,8.119,2010-02-01
400648,44,2010-02-26,72.0,84.36,2.667,0,126.5522857,8.119,2010-02-01
93533,11,2010-02-05,1.0,19611.13,2.572,0,214.4248812,7.368,2010-02-01
93534,11,2010-02-05,60.0,1.0,2.572,0,214.4248812,7.368,2010-02-01
93535,11,2010-02-05,74.0,33083.34,2.572,0,214.4248812,7.368,2010-02-01
93536,11,2010-02-05,91.0,46448.9,2.572,0,214.4248812,7.368,2010-02-01
93537,11,2010-02-05,34.0,27540.52,2.572,0,214.4248812,7.368,2010-02-01
400646,44,2010-02-26,10.0,90.53,2.667,0,126.5522857,8.119,2010-02-01
93597,11,2010-02-05,81.0,14115.82,2.572,0,214.4248812,7.368,2010-02-01
93558,11,2010-02-05,92.0,90342.72,2.572,0,214.4248812,7.368,2010-02-01
93560,11,2010-02-05,30.0,9081.9,2.572,0,214.4248812,7.368,2010-02-01
93581,11,2010-02-05,26.0,16946.83,2.572,0,214.4248812,7.368,2010-02-01
93582,11,2010-02-05,21.0,9140.85,2.572,0,214.4248812,7.368,2010-02-01
93583,11,2010-02-05,24.0,11616.97,2.572,0,214.4248812,7.368,2010-02-01
93584,11,2010-02-05,9.0,17622.49,2.572,0,214.4248812,7.368,2010-02-01
93585,11,2010-02-05,58.0,7713.0,2.572,0,214.4248812,7.368,2010-02-01
93586,11,2010-02-05,55.0,17463.43,2.572,0,214.4248812,7.368,2010-02-01
93587,11,2010-02-05,71.0,13930.35,2.572,0,214.4248812,7.368,2010-02-01
93588,11,2010-02-05,80.0,13666.6,2.572,0,214.4248812,7.368,2010-02-01
93589,11,2010-02-05,25.0,11783.56,2.572,0,214.4248812,7.368,2010-02-01
93590,11,2010-02-05,17.0,17783.1,2.572,0,214.4248812,7.368,2010-02-01
93591,11,2010-02-05,18.0,4325.75,2.572,0,214.4248812,7.368,2010-02-01
93592,11,2010-02-05,13.0,47984.81,2.572,0,214.4248812,7.368,2010-02-01
93593,11,2010-02-05,79.0,42920.03,2.572,0,214.4248812,7.368,2010-02-01
93594,11,2010-02-05,4.0,31175.1,2.572,0,214.4248812,7.368,2010-02-01
93595,11,2010-02-05,33.0,12152.95,2.572,0,214.4248812,7.368,2010-02-01
93580,11,2010-02-05,85.0,1794.27,2.572,0,214.4248812,7.368,2010-02-01
93579,11,2010-02-05,22.0,21763.61,2.572,0,214.4248812,7.368,2010-02-01
93578,11,2010-02-05,96.0,18804.98,2.572,0,214.4248812,7.368,2010-02-01
93577,11,2010-02-05,56.0,1170.75,2.572,0,214.4248812,7.368,2010-02-01
93561,11,2010-02-05,94.0,36032.33,2.572,0,214.4248812,7.368,2010-02-01
93562,11,2010-02-05,37.0,4335.85,2.572,0,214.4248812,7.368,2010-02-01
93563,11,2010-02-05,98.0,10841.32,2.572,0,214.4248812,7.368,2010-02-01
93564,11,2010-02-05,3.0,17951.49,2.572,0,214.4248812,7.368,2010-02-01
93565,11,2010-02-05,67.0,11010.94,2.572,0,214.4248812,7.368,2010-02-01
93566,11,2010-02-05,42.0,5956.77,2.572,0,214.4248812,7.368,2010-02-01
93567,11,2010-02-05,5.0,44961.8,2.572,0,214.4248812,7.368,2010-02-01
93559,11,2010-02-05,46.0,28056.72,2.572,0,214.4248812,7.368,2010-02-01
93568,11,2010-02-05,16.0,5893.96,2.572,0,214.4248812,7.368,2010-02-01
93570,11,2010-02-05,49.0,11338.78,2.572,0,214.4248812,7.368,2010-02-01
93571,11,2010-02-05,14.0,30790.93,2.572,0,214.4248812,7.368,2010-02-01
93572,11,2010-02-05,83.0,3678.0,2.572,0,214.4248812,7.368,2010-02-01
93573,11,2010-02-05,97.0,17069.09,2.572,0,214.4248812,7.368,2010-02-01
93574,11,2010-02-05,19.0,0.0,2.572,0,214.4248812,7.368,2010-02-01
93575,11,2010-02-05,87.0,17076.27,2.572,0,214.4248812,7.368,2010-02-01
93576,11,2010-02-05,32.0,15419.48,2.572,0,214.4248812,7.368,2010-02-01
93569,11,2010-02-05,12.0,3667.4,2.572,0,214.4248812,7.368,2010-02-01
20570,3,2010-02-12,55.0,7757.36,2.548,1,214.5747916,7.368,2010-02-01
20569,3,2010-02-12,52.0,1109.2,2.548,1,214.5747916,7.368,2010-02-01
20568,3,2010-02-12,28.0,253.36,2.548,1,214.5747916,7.368,2010-02-01
222599,24,2010-02-05,90.0,73435.29,2.954,0,131.5279032,8.326,2010-02-01
222600,24,2010-02-05,27.0,2615.5,2.954,0,131.5279032,8.326,2010-02-01
222601,24,2010-02-05,14.0,19140.84,2.954,0,131.5279032,8.326,2010-02-01
222602,24,2010-02-05,92.0,135963.44,2.954,0,131.5279032,8.326,2010-02-01
222603,24,2010-02-05,29.0,6465.0,2.954,0,131.5279032,8.326,2010-02-01
222604,24,2010-02-05,58.0,7204.0,2.954,0,131.5279032,8.326,2010-02-01
222605,24,2010-02-05,17.0,17199.99,2.954,0,131.5279032,8.326,2010-02-01
222606,24,2010-02-05,24.0,5056.9,2.954,0,131.5279032,8.326,2010-02-01
222607,24,2010-02-05,11.0,16548.01,2.954,0,131.5279032,8.326,2010-02-01
222608,24,2010-02-05,46.0,14257.1,2.954,0,131.5279032,8.326,2010-02-01
222609,24,2010-02-05,91.0,62290.49,2.954,0,131.5279032,8.326,2010-02-01
222610,24,2010-02-05,5.0,34825.51,2.954,0,131.5279032,8.326,2010-02-01
222611,24,2010-02-05,35.0,2363.81,2.954,0,131.5279032,8.326,2010-02-01
222612,24,2010-02-05,71.0,8098.28,2.954,0,131.5279032,8.326,2010-02-01
222613,24,2010-02-05,81.0,25120.01,2.954,0,131.5279032,8.326,2010-02-01
222598,24,2010-02-05,41.0,479.83,2.954,0,131.5279032,8.326,2010-02-01
222614,24,2010-02-05,74.0,15359.18,2.954,0,131.5279032,8.326,2010-02-01
222597,24,2010-02-05,10.0,20299.98,2.954,0,131.5279032,8.326,2010-02-01
222595,24,2010-02-05,98.0,9821.08,2.954,0,131.5279032,8.326,2010-02-01
222580,24,2010-02-05,13.0,32000.33,2.954,0,131.5279032,8.326,2010-02-01
222581,24,2010-02-05,28.0,769.01,2.954,0,131.5279032,8.326,2010-02-01
222582,24,2010-02-05,82.0,14601.36,2.954,0,131.5279032,8.326,2010-02-01
222583,24,2010-02-05,16.0,5874.16,2.954,0,131.5279032,8.326,2010-02-01
222584,24,2010-02-05,93.0,37476.7,2.954,0,131.5279032,8.326,2010-02-01
222585,24,2010-02-05,2.0,39205.74,2.954,0,131.5279032,8.326,2010-02-01
222586,24,2010-02-05,95.0,94468.58,2.954,0,131.5279032,8.326,2010-02-01
222587,24,2010-02-05,32.0,8086.67,2.954,0,131.5279032,8.326,2010-02-01
222588,24,2010-02-05,4.0,28346.73,2.954,0,131.5279032,8.326,2010-02-01
222589,24,2010-02-05,34.0,14680.82,2.954,0,131.5279032,8.326,2010-02-01
222590,24,2010-02-05,67.0,10972.29,2.954,0,131.5279032,8.326,2010-02-01
222591,24,2010-02-05,80.0,28867.86,2.954,0,131.5279032,8.326,2010-02-01
222592,24,2010-02-05,36.0,1183.0,2.954,0,131.5279032,8.326,2010-02-01
222593,24,2010-02-05,21.0,6748.14,2.954,0,131.5279032,8.326,2010-02-01
222594,24,2010-02-05,38.0,67626.61,2.954,0,131.5279032,8.326,2010-02-01
222596,24,2010-02-05,23.0,21506.07,2.954,0,131.5279032,8.326,2010-02-01
222615,24,2010-02-05,25.0,9217.21,2.954,0,131.5279032,8.326,2010-02-01
222616,24,2010-02-05,83.0,5121.69,2.954,0,131.5279032,8.326,2010-02-01
222617,24,2010-02-05,18.0,3075.72,2.954,0,131.5279032,8.326,2010-02-01
222638,24,2010-02-12,31.0,2513.0,2.94,1,131.5866129,8.326,2010-02-01
222639,24,2010-02-12,34.0,14673.52,2.94,1,131.5866129,8.326,2010-02-01
222640,24,2010-02-12,50.0,1535.0,2.94,1,131.5866129,8.326,2010-02-01
222641,24,2010-02-12,23.0,24323.68,2.94,1,131.5866129,8.326,2010-02-01
222642,24,2010-02-12,13.0,29032.38,2.94,1,131.5866129,8.326,2010-02-01
222643,24,2010-02-12,78.0,6.0,2.94,1,131.5866129,8.326,2010-02-01
222644,24,2010-02-12,29.0,7775.5,2.94,1,131.5866129,8.326,2010-02-01
222645,24,2010-02-12,74.0,14597.05,2.94,1,131.5866129,8.326,2010-02-01
222646,24,2010-02-12,17.0,15128.33,2.94,1,131.5866129,8.326,2010-02-01
222647,24,2010-02-12,1.0,31931.41,2.94,1,131.5866129,8.326,2010-02-01
222648,24,2010-02-12,98.0,12378.36,2.94,1,131.5866129,8.326,2010-02-01
222649,24,2010-02-12,80.0,31080.43,2.94,1,131.5866129,8.326,2010-02-01
222650,24,2010-02-12,3.0,10363.15,2.94,1,131.5866129,8.326,2010-02-01
222651,24,2010-02-12,26.0,8525.73,2.94,1,131.5866129,8.326,2010-02-01
222652,24,2010-02-12,35.0,2250.0,2.94,1,131.5866129,8.326,2010-02-01
222637,24,2010-02-12,16.0,7324.8,2.94,1,131.5866129,8.326,2010-02-01
222636,24,2010-02-12,96.0,14350.65,2.94,1,131.5866129,8.326,2010-02-01
222635,24,2010-02-12,40.0,44787.5,2.94,1,131.5866129,8.326,2010-02-01
222634,24,2010-02-05,12.0,2986.85,2.954,0,131.5279032,8.326,2010-02-01
222618,24,2010-02-05,42.0,4894.22,2.954,0,131.5279032,8.326,2010-02-01
222619,24,2010-02-05,50.0,2030.0,2.954,0,131.5279032,8.326,2010-02-01
222620,24,2010-02-05,6.0,3871.57,2.954,0,131.5279032,8.326,2010-02-01
222621,24,2010-02-05,54.0,289.0,2.954,0,131.5279032,8.326,2010-02-01
222622,24,2010-02-05,8.0,53635.06,2.954,0,131.5279032,8.326,2010-02-01
222623,24,2010-02-05,49.0,8219.51,2.954,0,131.5279032,8.326,2010-02-01
222624,24,2010-02-05,44.0,4760.81,2.954,0,131.5279032,8.326,2010-02-01
222579,24,2010-02-05,59.0,660.84,2.954,0,131.5279032,8.326,2010-02-01
222625,24,2010-02-05,30.0,4811.24,2.954,0,131.5279032,8.326,2010-02-01
222627,24,2010-02-05,51.0,4.36,2.954,0,131.5279032,8.326,2010-02-01
222628,24,2010-02-05,72.0,88334.4,2.954,0,131.5279032,8.326,2010-02-01
222629,24,2010-02-05,85.0,1559.47,2.954,0,131.5279032,8.326,2010-02-01
222630,24,2010-02-05,19.0,152.76,2.954,0,131.5279032,8.326,2010-02-01
222631,24,2010-02-05,55.0,22071.6,2.954,0,131.5279032,8.326,2010-02-01
222632,24,2010-02-05,78.0,6.0,2.954,0,131.5279032,8.326,2010-02-01
222633,24,2010-02-05,3.0,10434.68,2.954,0,131.5279032,8.326,2010-02-01
222626,24,2010-02-05,97.0,19172.76,2.954,0,131.5279032,8.326,2010-02-01
222578,24,2010-02-05,26.0,8436.77,2.954,0,131.5279032,8.326,2010-02-01
222577,24,2010-02-05,87.0,29333.81,2.954,0,131.5279032,8.326,2010-02-01
222576,24,2010-02-05,40.0,45441.79,2.954,0,131.5279032,8.326,2010-02-01
262714,28,2010-02-05,81.0,25570.15,2.962,0,126.4420645,13.975,2010-02-01
262713,28,2010-02-05,90.0,77587.85,2.962,0,126.4420645,13.975,2010-02-01
262712,28,2010-02-05,14.0,26303.86,2.962,0,126.4420645,13.975,2010-02-01
262711,28,2010-02-05,20.0,10789.16,2.962,0,126.4420645,13.975,2010-02-01
262710,28,2010-02-05,30.0,6254.44,2.962,0,126.4420645,13.975,2010-02-01
262709,28,2010-02-05,67.0,7970.89,2.962,0,126.4420645,13.975,2010-02-01
262708,28,2010-02-05,74.0,20797.14,2.962,0,126.4420645,13.975,2010-02-01
262707,28,2010-02-05,10.0,22128.55,2.962,0,126.4420645,13.975,2010-02-01
262706,28,2010-02-05,80.0,21577.08,2.962,0,126.4420645,13.975,2010-02-01
262705,28,2010-02-05,33.0,10327.77,2.962,0,126.4420645,13.975,2010-02-01
262704,28,2010-02-05,56.0,438.5,2.962,0,126.4420645,13.975,2010-02-01
262703,28,2010-02-05,6.0,6287.7,2.962,0,126.4420645,13.975,2010-02-01
262702,28,2010-02-05,22.0,19443.36,2.962,0,126.4420645,13.975,2010-02-01
262701,28,2010-02-05,40.0,57314.56,2.962,0,126.4420645,13.975,2010-02-01
262700,28,2010-02-05,95.0,110836.01,2.962,0,126.4420645,13.975,2010-02-01
262715,28,2010-02-05,28.0,786.91,2.962,0,126.4420645,13.975,2010-02-01
262716,28,2010-02-05,42.0,6218.09,2.962,0,126.4420645,13.975,2010-02-01
262717,28,2010-02-05,92.0,135470.78,2.962,0,126.4420645,13.975,2010-02-01
262718,28,2010-02-05,17.0,15424.98,2.962,0,126.4420645,13.975,2010-02-01
262734,28,2010-02-05,8.0,40408.92,2.962,0,126.4420645,13.975,2010-02-01
262733,28,2010-02-05,18.0,4473.0,2.962,0,126.4420645,13.975,2010-02-01
262732,28,2010-02-05,82.0,23519.02,2.962,0,126.4420645,13.975,2010-02-01
262731,28,2010-02-05,91.0,80421.01,2.962,0,126.4420645,13.975,2010-02-01
262730,28,2010-02-05,36.0,632.0,2.962,0,126.4420645,13.975,2010-02-01
262729,28,2010-02-05,97.0,33119.18,2.962,0,126.4420645,13.975,2010-02-01
262728,28,2010-02-05,13.0,48989.99,2.962,0,126.4420645,13.975,2010-02-01
262699,28,2010-02-05,4.0,33057.95,2.962,0,126.4420645,13.975,2010-02-01
262727,28,2010-02-05,83.0,9564.44,2.962,0,126.4420645,13.975,2010-02-01
262725,28,2010-02-05,9.0,16054.71,2.962,0,126.4420645,13.975,2010-02-01
262724,28,2010-02-05,35.0,3227.0,2.962,0,126.4420645,13.975,2010-02-01
262723,28,2010-02-05,44.0,4673.85,2.962,0,126.4420645,13.975,2010-02-01
262722,28,2010-02-05,98.0,13768.1,2.962,0,126.4420645,13.975,2010-02-01
262721,28,2010-02-05,59.0,941.66,2.962,0,126.4420645,13.975,2010-02-01
262720,28,2010-02-05,49.0,18116.37,2.962,0,126.4420645,13.975,2010-02-01
262719,28,2010-02-05,41.0,644.32,2.962,0,126.4420645,13.975,2010-02-01
262726,28,2010-02-05,55.0,17459.5,2.962,0,126.4420645,13.975,2010-02-01
222653,24,2010-02-12,8.0,50808.32,2.94,1,131.5866129,8.326,2010-02-01
262698,28,2010-02-05,27.0,1788.0,2.962,0,126.4420645,13.975,2010-02-01
262696,28,2010-02-05,2.0,68292.15,2.962,0,126.4420645,13.975,2010-02-01
262675,28,2010-02-05,34.0,27606.78,2.962,0,126.4420645,13.975,2010-02-01
262674,28,2010-02-05,1.0,23176.07,2.962,0,126.4420645,13.975,2010-02-01
222563,24,2010-02-05,1.0,17309.89,2.954,0,131.5279032,8.326,2010-02-01
222564,24,2010-02-05,94.0,47535.93,2.954,0,131.5279032,8.326,2010-02-01
222565,24,2010-02-05,31.0,2818.5,2.954,0,131.5279032,8.326,2010-02-01
222566,24,2010-02-05,52.0,2220.56,2.954,0,131.5279032,8.326,2010-02-01
222567,24,2010-02-05,33.0,6868.43,2.954,0,131.5279032,8.326,2010-02-01
222568,24,2010-02-05,96.0,12506.79,2.954,0,131.5279032,8.326,2010-02-01
222569,24,2010-02-05,56.0,1228.0,2.954,0,131.5279032,8.326,2010-02-01
222570,24,2010-02-05,79.0,24839.18,2.954,0,131.5279032,8.326,2010-02-01
222571,24,2010-02-05,20.0,6041.15,2.954,0,131.5279032,8.326,2010-02-01
222572,24,2010-02-05,7.0,21877.81,2.954,0,131.5279032,8.326,2010-02-01
222573,24,2010-02-05,37.0,2873.76,2.954,0,131.5279032,8.326,2010-02-01
222574,24,2010-02-05,9.0,10778.15,2.954,0,131.5279032,8.326,2010-02-01
222575,24,2010-02-05,22.0,14347.05,2.954,0,131.5279032,8.326,2010-02-01
262676,28,2010-02-05,26.0,15392.58,2.962,0,126.4420645,13.975,2010-02-01
262677,28,2010-02-05,54.0,299.0,2.962,0,126.4420645,13.975,2010-02-01
262678,28,2010-02-05,3.0,13879.91,2.962,0,126.4420645,13.975,2010-02-01
262679,28,2010-02-05,94.0,38174.75,2.962,0,126.4420645,13.975,2010-02-01
262695,28,2010-02-05,52.0,3554.71,2.962,0,126.4420645,13.975,2010-02-01
262694,28,2010-02-05,23.0,34467.26,2.962,0,126.4420645,13.975,2010-02-01
262693,28,2010-02-05,87.0,14734.56,2.962,0,126.4420645,13.975,2010-02-01
262692,28,2010-02-05,38.0,55748.69,2.962,0,126.4420645,13.975,2010-02-01
262691,28,2010-02-05,21.0,7313.97,2.962,0,126.4420645,13.975,2010-02-01
262690,28,2010-02-05,71.0,13825.5,2.962,0,126.4420645,13.975,2010-02-01
262689,28,2010-02-05,19.0,2547.83,2.962,0,126.4420645,13.975,2010-02-01
262697,28,2010-02-05,12.0,4199.37,2.962,0,126.4420645,13.975,2010-02-01
262688,28,2010-02-05,29.0,7473.91,2.962,0,126.4420645,13.975,2010-02-01
262686,28,2010-02-05,51.0,9.42,2.962,0,126.4420645,13.975,2010-02-01
262685,28,2010-02-05,32.0,13194.17,2.962,0,126.4420645,13.975,2010-02-01
262684,28,2010-02-05,79.0,56704.07,2.962,0,126.4420645,13.975,2010-02-01
262683,28,2010-02-05,7.0,26116.12,2.962,0,126.4420645,13.975,2010-02-01
262682,28,2010-02-05,96.0,21018.53,2.962,0,126.4420645,13.975,2010-02-01
262681,28,2010-02-05,5.0,40428.55,2.962,0,126.4420645,13.975,2010-02-01
262680,28,2010-02-05,45.0,0.5,2.962,0,126.4420645,13.975,2010-02-01
262687,28,2010-02-05,60.0,915.2,2.962,0,126.4420645,13.975,2010-02-01
222654,24,2010-02-12,51.0,74.24,2.94,1,131.5866129,8.326,2010-02-01
222655,24,2010-02-12,81.0,24800.25,2.94,1,131.5866129,8.326,2010-02-01
222656,24,2010-02-12,9.0,11495.58,2.94,1,131.5866129,8.326,2010-02-01
222755,24,2010-02-19,6.0,5453.37,2.909,0,131.637,8.326,2010-02-01
222756,24,2010-02-19,38.0,47577.66,2.909,0,131.637,8.326,2010-02-01
222757,24,2010-02-19,49.0,7883.23,2.909,0,131.637,8.326,2010-02-01
222758,24,2010-02-19,83.0,5791.0,2.909,0,131.637,8.326,2010-02-01
222759,24,2010-02-19,2.0,38700.31,2.909,0,131.637,8.326,2010-02-01
222760,24,2010-02-19,10.0,24790.23,2.909,0,131.637,8.326,2010-02-01
222761,24,2010-02-19,12.0,3946.57,2.909,0,131.637,8.326,2010-02-01
222762,24,2010-02-19,20.0,6359.49,2.909,0,131.637,8.326,2010-02-01
222763,24,2010-02-19,56.0,2213.9,2.909,0,131.637,8.326,2010-02-01
222764,24,2010-02-19,85.0,2658.04,2.909,0,131.637,8.326,2010-02-01
222765,24,2010-02-19,58.0,4449.0,2.909,0,131.637,8.326,2010-02-01
222766,24,2010-02-19,71.0,8405.92,2.909,0,131.637,8.326,2010-02-01
222767,24,2010-02-19,46.0,15876.27,2.909,0,131.637,8.326,2010-02-01
222768,24,2010-02-19,1.0,24879.99,2.909,0,131.637,8.326,2010-02-01
222769,24,2010-02-19,98.0,10858.72,2.909,0,131.637,8.326,2010-02-01
222754,24,2010-02-19,36.0,1203.0,2.909,0,131.637,8.326,2010-02-01
222753,24,2010-02-19,44.0,5015.18,2.909,0,131.637,8.326,2010-02-01
222752,24,2010-02-19,9.0,15397.04,2.909,0,131.637,8.326,2010-02-01
222751,24,2010-02-19,4.0,27103.5,2.909,0,131.637,8.326,2010-02-01
222735,24,2010-02-19,11.0,15299.84,2.909,0,131.637,8.326,2010-02-01
222736,24,2010-02-19,14.0,18128.7,2.909,0,131.637,8.326,2010-02-01
222737,24,2010-02-19,27.0,2617.5,2.909,0,131.637,8.326,2010-02-01
222738,24,2010-02-19,74.0,18061.2,2.909,0,131.637,8.326,2010-02-01
222739,24,2010-02-19,55.0,33160.75,2.909,0,131.637,8.326,2010-02-01
222740,24,2010-02-19,87.0,22838.88,2.909,0,131.637,8.326,2010-02-01
222741,24,2010-02-19,24.0,5448.5,2.909,0,131.637,8.326,2010-02-01
222770,24,2010-02-19,18.0,3426.68,2.909,0,131.637,8.326,2010-02-01
222742,24,2010-02-19,13.0,29763.92,2.909,0,131.637,8.326,2010-02-01
222744,24,2010-02-19,19.0,124.88,2.909,0,131.637,8.326,2010-02-01
222745,24,2010-02-19,91.0,52770.01,2.909,0,131.637,8.326,2010-02-01
222746,24,2010-02-19,23.0,24602.64,2.909,0,131.637,8.326,2010-02-01
222747,24,2010-02-19,79.0,26016.11,2.909,0,131.637,8.326,2010-02-01
222748,24,2010-02-19,7.0,28713.76,2.909,0,131.637,8.326,2010-02-01
222749,24,2010-02-19,32.0,13291.55,2.909,0,131.637,8.326,2010-02-01
222750,24,2010-02-19,81.0,21810.27,2.909,0,131.637,8.326,2010-02-01
222743,24,2010-02-19,59.0,813.6,2.909,0,131.637,8.326,2010-02-01
222734,24,2010-02-19,37.0,2934.75,2.909,0,131.637,8.326,2010-02-01
222771,24,2010-02-19,67.0,17374.76,2.909,0,131.637,8.326,2010-02-01
222773,24,2010-02-19,93.0,28646.84,2.909,0,131.637,8.326,2010-02-01
222794,24,2010-02-26,40.0,37961.32,2.91,0,131.686,8.326,2010-02-01
222795,24,2010-02-26,34.0,14158.25,2.91,0,131.686,8.326,2010-02-01
222796,24,2010-02-26,94.0,42396.4,2.91,0,131.686,8.326,2010-02-01
222797,24,2010-02-26,67.0,6624.59,2.91,0,131.686,8.326,2010-02-01
222798,24,2010-02-26,42.0,5363.49,2.91,0,131.686,8.326,2010-02-01
222799,24,2010-02-26,33.0,4630.57,2.91,0,131.686,8.326,2010-02-01
222800,24,2010-02-26,5.0,28318.9,2.91,0,131.686,8.326,2010-02-01
222801,24,2010-02-26,37.0,3375.11,2.91,0,131.686,8.326,2010-02-01
222802,24,2010-02-26,21.0,5589.04,2.91,0,131.686,8.326,2010-02-01
222803,24,2010-02-26,79.0,23638.3,2.91,0,131.686,8.326,2010-02-01
222804,24,2010-02-26,32.0,4937.35,2.91,0,131.686,8.326,2010-02-01
222805,24,2010-02-26,4.0,24185.32,2.91,0,131.686,8.326,2010-02-01
222806,24,2010-02-26,44.0,3810.84,2.91,0,131.686,8.326,2010-02-01
222807,24,2010-02-26,92.0,107574.34,2.91,0,131.686,8.326,2010-02-01
222808,24,2010-02-26,50.0,1350.0,2.91,0,131.686,8.326,2010-02-01
222793,24,2010-02-26,97.0,14749.32,2.91,0,131.686,8.326,2010-02-01
222792,24,2010-02-26,22.0,11264.1,2.91,0,131.686,8.326,2010-02-01
222791,24,2010-02-26,38.0,44858.57,2.91,0,131.686,8.326,2010-02-01
222790,24,2010-02-26,26.0,7214.14,2.91,0,131.686,8.326,2010-02-01
222774,24,2010-02-19,45.0,57.35,2.909,0,131.637,8.326,2010-02-01
222775,24,2010-02-19,41.0,601.0,2.909,0,131.637,8.326,2010-02-01
222776,24,2010-02-19,80.0,26030.12,2.909,0,131.637,8.326,2010-02-01
222777,24,2010-02-19,82.0,15664.29,2.909,0,131.637,8.326,2010-02-01
222778,24,2010-02-19,30.0,5211.12,2.909,0,131.637,8.326,2010-02-01
222779,24,2010-02-19,90.0,68813.04,2.909,0,131.637,8.326,2010-02-01
222780,24,2010-02-19,72.0,100671.03,2.909,0,131.637,8.326,2010-02-01
222772,24,2010-02-19,25.0,9483.97,2.909,0,131.637,8.326,2010-02-01
222781,24,2010-02-26,91.0,49353.79,2.91,0,131.686,8.326,2010-02-01
222783,24,2010-02-26,3.0,8573.56,2.91,0,131.686,8.326,2010-02-01
222784,24,2010-02-26,8.0,45034.49,2.91,0,131.686,8.326,2010-02-01
222785,24,2010-02-26,81.0,21356.86,2.91,0,131.686,8.326,2010-02-01
222786,24,2010-02-26,96.0,10526.28,2.91,0,131.686,8.326,2010-02-01
222787,24,2010-02-26,54.0,30.0,2.91,0,131.686,8.326,2010-02-01
222788,24,2010-02-26,1.0,12892.24,2.91,0,131.686,8.326,2010-02-01
